#{"t_start": 1780297418.6229866, "env_id": "None"},
r,l,t
-163.469688,11,13173.43369
-186.18608,15,13181.87913
-286.369069,49,13192.25699
-499.038905,33,13201.37105
-531.968606,38,13212.25615
-403.058467,39,13222.91866
-541.463402,39,13232.42715
-327.661711,58,13242.97506
-291.640021,15,13252.66823
-284.103867,19,13261.86782
-215.511474,15,13271.17994
-445.254419,51,13282.69312
-594.40467,62,13293.33715
-182.990536,15,13302.25322
-702.335302,43,13313.16523
-175.838058,12,13321.16489
-471.921107,41,13331.92328
-659.570819,39,13342.21192
-181.831734,15,13351.37909
-285.839975,15,13361.19452
-567.019076,39,13370.54632
-183.648033,12,13380.03437
-191.520032,16,13389.45327
-334.115301,24,13398.39207
-236.406988,18,13407.7303
-230.005399,20,13416.33918
-660.37178,75,13427.77714
-613.035702,37,13438.03768
-207.910531,16,13446.30103
-370.34005,29,13455.89904
-276.821511,18,13465.81725
-562.605999,37,13476.31665
-179.575562,13,13484.56774
-7130.63238,513,13664.75625
-220.259689,20,13673.85476
-720.077509,40,13684.20398
-675.731044,31,13694.31945
-322.016442,47,13705.12943
-192.357474,13,13714.22336
-332.168089,20,13723.72528
-529.928099,55,13734.78345
-612.109811,33,13744.73766
-700.77171,55,13755.49393
-334.21754,27,13764.8139
-612.104373,29,13774.97671
-428.584521,44,13785.50432
-362.891309,41,13795.68921
-200.691201,12,13804.13303
-545.922689,38,13814.88628
-387.416926,27,13825.11453
-405.336292,32,13834.31965
-207.043677,15,13844.05267
-491.407635,42,13854.62778
-253.600299,18,13864.07785
-251.07379,16,13873.73722
-389.64941,32,13883.8494
-306.427197,19,13892.94671
-255.852407,20,13902.88938
-464.937094,47,13913.74257
-495.445975,40,13924.0369
-153.714581,11,13933.51414
-402.902387,40,13943.90049
-395.133587,39,13953.44874
-559.247582,34,13963.51837
-151.852933,12,13971.62147
-457.832224,68,14110.73759
-344.736764,29,14119.69019
-517.104308,32,14130.40769
-502.217507,33,14140.86176
-368.571694,30,14150.65263
-159.500358,11,14159.76338
-374.805068,28,14169.86083
-603.338094,36,14179.8222
-470.786673,32,14190.57664
-471.288913,36,14200.55827
-652.219629,34,14210.31119
-302.664227,20,14220.16912
-275.340652,17,14230.25485
-487.991029,46,14240.59584
-299.46323,21,14249.88212
-493.930103,31,14260.09264
-650.101379,39,14269.68728
-531.305434,34,14280.57218
-499.350478,39,14291.32104
-336.716997,17,14300.46816
-406.056773,32,14310.62092
-363.500265,21,14320.22207
-205.661323,23,14329.57253
-488.888958,49,14339.70403
-236.811215,17,14348.9935
-172.058243,15,14358.13693
-293.539826,22,14368.05609
-221.768514,35,14378.35416
-732.803302,34,14388.54773
-211.24623,16,14397.57225
-218.904427,17,14405.87335
-513.430527,39,14416.26065
-272.226804,18,14426.27889
-488.802897,47,14436.6347
-430.181073,47,14446.7306
-344.11169,22,14456.62928
-19077.55121,1281,14649.4564
-402.335519,37,14659.56309
-710.80832,71,14671.08988
-302.321719,23,14680.92914
-407.636243,34,14690.68481
-191.400144,15,14700.34809
-189.423505,12,14709.68021
-507.962387,45,14840.73995
-168.762893,10,14850.07063
-176.740957,15,14859.8481
-131.14178,25,14868.74433
-322.751746,40,14878.93491
-596.149698,37,14889.52503
-355.507684,32,14899.28544
-254.163354,13,14909.14159
-348.550253,23,14918.99596
-372.063124,41,14928.68948
-505.643895,58,14939.62327
-347.372433,23,14949.60158
-411.50244,36,14959.40119
-633.607941,67,14971.75689
-413.609405,39,14981.93867
-385.458949,27,14991.69922
-315.206125,29,15000.76927
-314.318882,21,15010.8378
-216.922178,19,15019.72738
-239.369255,16,15029.64763
-191.086676,13,15038.99935
-3961.777234,308,15062.45602
-635.460186,70,15074.19186
-327.064045,21,15083.8284
-189.977724,12,15092.67928
-180.645792,17,15101.56082
-198.948784,13,15110.30558
-297.40663,16,15120.21386
-283.529101,18,15129.93462
-497.373775,37,15139.93637
-228.815522,15,15148.88828
-522.672771,65,15160.31581
-658.128377,61,15171.01146
-597.623843,33,15318.25697
-534.890369,59,15329.30625
-277.377986,14,15339.19604
-192.852292,37,15348.54153
-438.57213,60,15359.76398
-345.086962,19,15369.12075
-331.190643,24,15378.42071
-494.478229,39,15388.78246
-302.129965,19,15398.72525
-799.8373,46,15409.06837
-339.283459,17,15418.98337
-484.218483,41,15429.23418
-200.331504,13,15438.18134
-322.996276,21,15448.27424
-287.603781,48,15459.00892
-424.765545,32,15468.65487
-343.447803,33,15478.34423
-154.879172,12,15488.26504
-233.537376,17,15497.41506
-859.70921,78,15509.47597
-492.317001,39,15519.71396
-259.580646,15,15529.13049
-291.026573,20,15538.64601
-302.948942,29,15548.56019
-345.67329,29,15558.15809
-375.42026,27,15568.65176
-346.853518,35,15579.1039
-421.605936,28,15588.70505
-467.822023,38,15598.84102
-190.062971,16,15607.03931
-390.656982,29,15615.98824
-331.348184,16,15625.67093
-392.250644,30,15635.32356
-441.020135,44,15646.58302
-267.536065,19,15656.62009
-187.961743,12,15665.61055
-274.672072,25,15675.29813
-506.829574,36,15686.12801
-350.850987,32,15695.2361
-360.505477,35,15705.32252
-337.5653,29,15715.54291
-308.487851,20,15724.11467
-246.682242,18,15733.65879
-181.637663,13,15860.67409
-498.208469,45,15871.56202
-439.430261,35,15881.62199
-174.819136,13,15889.96128
-348.556403,24,15900.13366
-524.906205,43,15910.17439
-281.801302,15,15919.13065
-348.016073,20,15928.74781
-200.166367,12,15938.10711
-444.300046,44,15947.72743
-155.854895,12,15957.21488
-268.612231,67,15969.08226
-606.459539,51,15979.08378
-601.280762,68,15990.37262
-202.782532,14,15999.45413
-219.481097,21,16008.26167
-294.845374,18,16018.24051
-2812.045185,243,16038.39835
-261.301639,83,16051.12733
-211.053585,12,16059.99725
-244.403091,17,16069.40051
-369.358637,25,16079.05105
-266.259448,15,16088.90569
-306.492293,17,16098.25362
-317.915608,14,16107.91322
-357.877457,26,16117.52141
-324.265784,29,16127.13643
-399.162739,27,16136.68519
-267.087038,20,16145.73859
-283.797303,34,16155.87054
-442.022521,41,16166.05292
-580.489578,64,16178.03983
-351.076519,27,16187.957
-326.592396,20,16197.88148
-511.522624,51,16208.3524
-253.605916,27,16340.38499
-480.275113,36,16350.28932
-335.239683,19,16359.50243
-166.576757,13,16368.76405
-189.320204,12,16377.92927
-559.650455,33,16387.23652
-246.717233,14,16396.66533
-410.978061,32,16406.86682
-377.859799,47,16417.36278
-326.298733,68,16428.80688
-186.757543,17,16437.81864
-329.256409,25,16447.1094
-523.134065,43,16457.60717
-339.595738,41,16468.68307
-252.180409,41,16478.55276
-243.409574,23,16487.8387
-371.211373,22,16497.89022
-244.181032,37,16507.49023
-383.92312,33,16517.13409
-159.434046,13,16525.74647
-185.75247,15,16535.04147
-491.88274,37,16545.28334
-387.476749,68,16557.16192
-288.460754,24,16566.71297
-317.935951,28,16576.91999
-333.430283,18,16586.23501
-461.215484,34,16595.38088
-333.984318,38,16605.34994
-331.574791,24,16615.05352
-424.520874,35,16624.84421
-211.553768,17,16634.72251
-320.385521,14,16644.02819
-280.890865,14,16652.3745
-630.689515,58,16663.493
-412.401862,24,16673.7217
-238.801375,13,16681.92301
-273.313581,14,16691.63289
-223.04304,21,16701.13111
-218.977395,12,16710.33382
-202.20113,13,16719.05498
-308.301814,17,16727.40287
-325.351293,21,16737.15092
-327.372209,37,16746.74352
-467.241723,46,16757.33041
-436.198848,51,16768.21731
-273.444306,16,16886.00301
-311.577254,17,16894.64757
-267.803267,14,16904.37991
-310.670439,37,16915.30703
-337.483935,15,16924.70369
-369.555011,32,16934.90797
-284.623862,22,16943.91718
-271.765755,18,16953.36469
-168.008192,10,16962.15384
-422.927579,35,16972.69037
-208.496019,19,16981.89875
-326.098155,24,16991.12671
-213.085839,43,17001.22805
-256.693817,27,17010.83935
-541.774153,35,17020.80247
-284.019345,20,17029.29802
-325.484668,20,17038.97876
-211.171931,12,17047.72109
-352.110679,22,17057.3714
-531.257044,49,17068.06235
-544.666666,33,17078.62349
-333.965238,31,17088.27243
-317.428487,17,17097.4159
-521.358577,45,17107.36195
-317.386665,25,17116.39744
-252.21833,16,17126.26562
-261.055529,18,17135.71355
-344.152251,18,17145.10302
-668.645344,67,17157.49856
-321.210133,44,17168.6872
-562.519335,64,17179.45496
-263.17257,15,17189.36069
-197.596611,12,17197.75795
-389.006186,47,17208.35472
-473.386206,46,17218.89161
-294.658033,16,17227.53207
-513.245747,55,17238.06896
-323.930986,33,17247.62383
-373.098119,39,17257.26716
-167.076004,13,17266.17234
-286.472867,17,17275.43303
-446.2403,35,17284.93435
-572.930731,38,17295.23372
-175.410249,11,17304.77904
-200.618466,43,17428.30064
-264.082358,19,17436.80697
-345.207458,39,17447.22246
-497.002702,33,17457.13438
-330.873733,25,17466.73389
-399.235748,23,17476.80887
-428.919002,38,17487.45932
-439.686104,40,17497.35555
-300.099016,15,17506.84396
-305.99114,14,17516.19284
-461.673714,34,17525.63958
-219.337148,19,17534.4571
-877.444525,102,17547.68297
-531.675356,40,17557.59917
-192.283573,14,17566.59169
-300.140443,40,17576.90165
-405.641052,30,17586.79998
-374.297438,20,17596.72162
-328.699324,17,17605.85582
-337.156097,33,17616.02102
-262.124705,19,17625.02932
-219.618349,16,17634.62756
-284.943292,19,17643.12645
-389.717084,39,17652.98526
-354.739125,43,17663.03579
-326.083861,14,17672.06876
-252.700905,39,17681.67806
-347.892109,23,17690.5208
-252.845657,28,17699.85889
-309.930848,19,17710.00717
-284.265417,17,17718.30197
-367.99602,27,17727.59087
-307.053605,22,17736.50335
-217.193421,14,17746.2404
-234.981253,25,17755.61685
-319.117687,19,17764.7715
-306.12895,21,17774.68281
-252.480095,15,17784.06691
-200.706402,13,17793.37036
-326.450586,17,17803.2201
-457.411268,43,17812.76788
-160.334836,12,17820.80594
-268.070438,15,17830.10385
-393.189393,28,17839.09855
-294.185368,22,17849.12178
-298.334103,15,17858.94545
-271.731797,26,17868.54694
-359.05397,48,17879.33975
-94.038178,15,17888.72463
-395.966894,27,18003.46757
-455.921269,35,18013.20229
-175.328303,13,18022.55159
-198.084619,15,18032.09127
-311.491146,17,18042.17988
-459.80565,28,18051.87161
-531.993043,35,18061.77509
-420.885948,65,18073.4461
-240.250549,14,18081.89263
-375.975332,25,18091.27726
-406.220954,26,18100.50744
-308.459711,28,18109.35979
-348.507601,28,18118.66452
-443.992789,37,18129.08414
-422.942082,58,18139.77628
-181.373039,15,18148.62637
-375.561151,26,18157.42068
-360.658214,30,18167.57001
-306.698075,17,18177.37492
-389.263338,44,18187.47493
-213.25445,18,18196.30048
-211.118496,14,18205.74582
-377.42374,27,18215.34433
-375.293334,28,18225.30292
-526.726986,46,18235.81081
-368.460469,27,18244.66344
-199.737547,13,18253.69528
-572.42923,30,18263.2491
-352.817766,25,18273.03701
-256.050376,36,18283.73645
-520.673326,48,18294.15793
-167.137439,11,18303.26998
-366.874556,43,18313.38219
-440.426017,43,18322.93479
-152.850026,11,18331.83442
-367.120243,23,18341.857
-387.818967,25,18351.25985
-482.518047,36,18361.28238
-219.63899,12,18371.23727
-219.954772,16,18379.9903
-339.713417,28,18390.10344
-192.87329,14,18400.01516
-363.526377,25,18409.31245
-222.032572,14,18418.52249
-293.198988,17,18427.91928
-335.638872,36,18437.77405
-260.817517,19,18446.42596
-260.040276,14,18455.82097
-344.746882,24,18568.87208
-326.130874,23,18578.37066
-300.976865,17,18587.52277
-384.094529,39,18597.32981
-3255.135729,286,18621.09717
-204.335809,15,18630.36801
-555.857072,44,18640.81471
-163.912361,13,18649.51407
-336.524066,35,18659.47616
-424.135893,46,18670.20183
-475.879408,37,18679.74071
-204.253869,14,18688.82807
-218.856944,17,18697.43056
-337.820483,38,18708.64891
-463.498038,33,18719.54156
-405.51155,30,18729.59949
-503.800119,38,18739.44922
-526.452507,82,18751.58474
-392.713618,24,18761.28157
-358.676165,26,18770.59348
-404.983977,33,18780.32667
-184.615722,19,18789.66717
-339.064626,21,18798.71595
-293.286697,18,18807.77281
-297.285786,16,18816.31939
-14.822766,7,18825.71049
-350.153264,21,18834.98091
-374.692405,40,18844.77107
-295.941234,14,18854.3946
-389.700987,42,18864.52857
-462.086896,36,18874.27508
-214.841052,15,18884.16242
-614.217942,74,18895.64275
-457.853807,29,18905.29071
-323.969971,15,18914.34521
-166.613806,13,19039.57045
-476.261196,45,19049.95211
-257.04565,23,19060.00769
-222.043893,16,19068.51683
-196.955297,12,19077.44355
-230.588964,15,19086.84496
-259.38285,14,19095.60828
-172.697998,13,19104.9244
-109.890423,25,19113.6623
-262.950477,21,19122.61068
-229.611807,19,19131.35863
-303.963429,25,19141.44115
-339.045466,17,19150.34995
-536.116355,29,19159.74472
-320.905257,20,19169.28148
-439.036411,36,19178.738
-309.726336,15,19187.90092
-75.191703,15,19196.74522
-357.511463,22,19206.29027
-470.909971,32,19216.2211
-603.636059,30,19226.35552
-263.278246,17,19234.71811
-293.782225,43,19245.77914
-214.512831,14,19255.64369
-255.993267,15,19265.0542
-308.974891,21,19275.07558
-297.270931,15,19283.76992
-257.925695,17,19292.99858
-222.81112,14,19302.91866
-385.044816,34,19312.71618
-293.129956,17,19322.66438
-365.30575,36,19333.2431
-303.031679,46,19343.03844
-331.99046,35,19353.07369
-152.017002,12,19361.92306
-188.689368,13,19371.01879
-454.613842,43,19381.6342
-169.253189,14,19390.58887
-321.466633,19,19399.79767
-249.951144,19,19409.73891
-364.050931,38,19419.37032
-223.994602,16,19428.37842
-229.876275,37,19438.28
-169.772893,13,19447.17699
-452.179384,34,19457.42195
-231.776319,21,19467.43087
-334.228999,20,19476.92939
-202.551055,15,19486.94763
-305.117176,40,19496.94337
-298.012463,46,19507.49611
-218.050399,18,19516.99112
-158.162179,11,19525.77609
-259.371309,16,19535.16915
-179.864727,17,19543.97376
-346.020494,16,19553.31983
-278.604977,44,19666.90191
-242.305705,17,19675.61162
-284.410758,17,19684.66264
-223.900336,12,19693.75135
-293.53155,16,19702.54341
-531.143015,41,19713.59435
-231.899637,15,19723.32294
-299.099835,17,19731.7702
-261.286558,19,19741.7059
-304.955278,24,19751.64352
-239.15411,15,19761.05554
-191.941104,13,19769.93964
-113.224377,15,19779.45826
-274.794091,19,19789.07746
-444.199492,42,19799.95704
-196.387686,14,19808.25855
-303.076875,25,19818.24383
-557.700268,35,19828.29221
-291.951305,14,19836.88399
-359.891455,26,19846.26746
-212.65693,15,19856.16699
-299.835645,16,19865.47246
-181.50183,11,19874.19535
-206.755362,15,19882.43881
-313.878271,21,19891.68032
-378.917765,32,19901.99943
-171.103309,13,19911.05338
-262.130413,20,19920.31305
-419.409086,55,19931.24129
-244.398766,17,19939.58402
-229.134073,14,19949.21229
-178.620839,15,19958.46482
-292.748488,14,19966.94318
-250.264703,16,19976.8088
-183.172978,15,19985.25808
-311.125517,18,19995.27572
-92.509771,15,20004.87949
-191.389128,13,20013.77808
-241.934714,14,20022.49882
-335.626602,38,20032.14866
-196.048598,12,20041.58922
-464.875214,26,20051.13407
-521.777102,33,20061.23892
-398.450957,27,20071.52033
-319.203492,36,20081.73476
-166.799008,13,20089.88557
-457.873357,34,20099.82015
-231.495275,21,20108.45919
-510.586094,39,20118.95542
-171.868516,14,20127.60805
-537.774563,42,20138.40585
-338.554041,24,20148.14774
-303.04402,21,20158.22498
-323.149685,21,20167.17284
-324.646389,18,20176.34114
-395.404742,41,20187.16347
-342.390321,21,20196.159
-198.856591,15,20204.8191
-306.122772,16,20213.27781
-350.961629,19,20324.9531
-317.210866,19,20335.14554
-531.834476,37,20345.25049
-291.130293,18,20354.2927
-365.035067,49,20364.19312
-268.181323,18,20373.66976
-224.609337,13,20383.24667
-323.145582,18,20392.6928
-261.477302,38,20402.55791
-218.017772,14,20411.75434
-409.151501,39,20421.80211
-448.994091,32,20431.81702
-196.071587,11,20440.73257
-282.089502,16,20449.77773
-179.289253,12,20458.28722
-356.893097,28,20468.03819
-209.5918,14,20477.77222
-314.889957,23,20487.93435
-353.108501,22,20497.22719
-186.926015,11,20506.04001
-366.87853,48,20516.71461
-200.557126,13,20525.07092
-388.089325,24,20534.47533
-153.63533,14,20542.61938
-192.191736,13,20551.47248
-524.376222,57,20562.34337
-217.828657,19,20570.85487
-220.501725,12,20580.08285
-285.605721,19,20589.12469
-132.820824,21,20598.17566
-279.557192,41,20609.04409
-256.460394,16,20618.49282
-258.934125,25,20627.60931
-689.616815,34,20638.12415
-203.948929,16,20646.53199
-356.057378,24,20656.52582
-306.403485,17,20666.32461
-335.283997,45,20675.97149
-347.487537,27,20685.1555
-287.089857,15,20694.11262
-331.672548,17,20703.15639
-314.315151,33,20712.8287
-446.448089,35,20722.38488
-301.862949,40,20732.96483
-325.693169,36,20742.89299
-298.663122,15,20751.74736
-307.627522,17,20760.8847
-250.588879,14,20770.79419
-344.012851,17,20779.79339
-230.474357,13,20789.35027
-181.00396,15,20797.94847
-331.098128,14,20806.98508
-291.904471,21,20816.55708
-224.629229,16,20825.95236
-289.211067,13,20835.18814
-215.558097,15,20843.83568
-271.050838,13,20959.08248
-207.373102,12,20968.03932
-163.202658,13,20976.89025
-289.59474,18,20985.48503
-435.612893,46,20996.05264
-302.558616,36,21005.35136
-185.242572,11,21014.28254
-617.43477,47,21025.26017
-341.852701,23,21034.76314
-174.214248,46,21045.20429
-368.035757,38,21055.28093
-322.746028,17,21064.8292
-274.721551,16,21074.24755
-247.212442,17,21083.69946
-337.348702,48,21094.52397
-224.190132,15,21103.44767
-241.246461,19,21112.89211
-234.69631,20,21121.87962
-390.059905,37,21132.01715
-217.157806,17,21141.28146
-599.980845,31,21151.8969
-457.961917,34,21161.87339
-164.111353,10,21170.42005
-498.442195,35,21181.17989
-253.497781,16,21190.70362
-209.377633,15,21199.30513
-536.561843,59,21210.29831
-410.42533,36,21220.41613
-216.756271,17,21228.97465
-259.989161,13,21237.93526
-540.974815,37,21247.69018
-210.606805,16,21256.59569
-180.635753,13,21265.57036
-180.343976,15,21274.43058
-577.825675,37,21285.00697
-551.218444,37,21294.6677
-456.317917,39,21304.70962
-231.361331,15,21314.36409
-282.773405,16,21323.76025
-174.818949,11,21332.91261
-522.284199,31,21342.84126
-6870.070444,469,21489.50459
-175.202842,14,21497.71001
-351.029302,28,21507.72898
-467.744773,47,21517.98279
-428.848305,37,21528.60609
-458.992695,36,21538.67958
-182.41657,13,21547.62059
-333.054325,17,21557.18239
-408.505287,33,21567.07893
-510.617219,35,21577.53351
-498.977181,35,21588.05367
-214.21755,17,21597.30999
-386.908396,28,21606.41894
-265.226789,14,21615.5336
-434.593561,37,21625.96773
-183.530868,12,21634.82039
-329.860114,19,21644.88212
-468.769477,37,21655.39204
-309.933217,17,21664.82144
-158.666877,12,21673.81402
-186.938386,11,21682.82165
-486.234769,37,21692.79411
-214.202279,18,21702.44759
-594.054637,47,21712.70285
-137.552258,12,21721.22827
-212.794294,15,21731.10692
-293.195033,16,21740.06147
-182.555832,13,21748.92228
-269.525242,25,21758.42929
-639.538757,35,21768.95695
-154.794959,15,21777.59348
-2391.026516,211,21796.54706
-182.599547,21,21806.00429
-333.662265,27,21814.80592
-372.239992,48,21825.8279
-368.095681,34,21956.56503
-395.513979,50,21966.81926
-375.917965,33,21976.257
-216.036166,20,21986.10289
-294.900366,19,21994.80542
-344.106452,22,22004.83473
-466.022083,34,22014.70908
-278.65629,13,22023.22387
-489.561258,33,22033.13109
-527.450831,39,22043.53518
-316.193438,15,22052.70539
-275.598712,13,22061.60307
-283.512162,21,22070.10887
-143.117504,12,22078.77696
-446.856264,33,22088.61615
-302.359005,78,22100.41072
-503.226674,64,22111.92359
-490.676876,45,22122.07523
-180.138946,37,22132.17644
-297.597962,37,22142.22751
-284.871827,51,22152.77956
-334.7081,24,22162.28321
-447.518645,37,22172.21023
-219.131128,13,22181.11116
-284.548582,37,22190.96018
-284.467532,36,22200.89672
-306.856733,37,22210.47777
-278.074292,15,22218.87068
-250.125304,17,22227.71213
-452.109825,35,22237.01103
-215.492638,21,22246.49222
-321.996251,23,22256.5663
-328.939573,23,22265.42654
-360.300074,40,22275.70539
-229.145086,18,22284.35258
-209.113201,19,22293.82962
-527.053863,42,22303.96297
-484.081367,38,22313.81271
-396.183306,39,22324.65596
-230.36051,18,22333.98479
-468.176826,32,22344.04824
-281.604746,55,22461.7737
-381.061462,28,22471.35227
-412.143579,34,22481.07007
-280.086765,37,22490.31819
-194.592014,16,22499.93805
-648.279781,44,22510.58446
-160.112021,13,22519.82115
-317.293783,19,22529.18829
-427.227856,39,22539.34495
-181.136205,11,22548.36347
-222.369939,41,22559.49166
-289.391471,16,22568.89157
-253.794605,35,22578.32721
-156.570929,10,22587.80124
-213.247475,15,22597.20393
-254.00459,16,22606.50459
-319.153582,22,22616.10605
-171.423596,13,22625.19874
-291.341063,37,22635.22168
-368.386315,89,22647.93862
-300.233545,36,22658.38693
-415.59707,32,22668.97402
-362.645355,27,22678.58228
-34.950589,9,22687.67865
-153.34021,11,22696.13861
-263.57792,14,22706.00212
-184.503583,15,22714.29989
-319.989347,31,22724.51989
-206.550819,34,22733.67893
-304.030608,18,22743.6113
-435.90669,25,22753.61092
-552.069863,39,22763.66446
-296.939622,18,22772.49065
-343.791839,38,22782.72681
-289.66959,20,22792.07545
-354.961708,24,22801.47364
-289.369319,17,22809.87914
-252.039056,13,22819.26112
-199.797191,16,22828.83162
-444.183765,38,22838.38605
-199.461296,13,22847.6542
-266.960292,31,22857.67719
-252.549829,37,22867.23796
-240.471512,62,22878.0655
-355.979685,48,22888.54202
-4701.897357,342,23035.1313
-139.757161,16,23043.69581
-226.197622,12,23052.45708
-364.654796,42,23062.07221
-212.91251,16,23071.53926
-435.671887,42,23081.95066
-462.257259,39,23092.06016
-232.177398,24,23101.28986
-272.233466,14,23111.22112
-175.712991,14,23119.57637
-142.884002,12,23128.24691
-479.800941,47,23138.75281
-232.810973,39,23148.66254
-186.634938,15,23157.28666
-463.111749,52,23167.79254
-638.579604,32,23178.42947
-533.659759,41,23189.00724
-350.163633,20,23197.7608
-168.136157,12,23207.44536
-299.892602,21,23216.90043
-308.487678,20,23225.8622
-171.959986,14,23235.44423
-237.26378,16,23244.83955
-480.849025,43,23255.20036
-517.761183,31,23265.79554
-246.925959,17,23274.65615
-451.368665,57,23285.62882
-358.856343,38,23295.59063
-162.271196,14,23303.68953
-392.986953,33,23313.34
-378.057495,34,23323.6288
-166.353842,14,23331.85077
-181.063251,11,23341.11858
-322.769716,23,23349.97387
-340.569791,19,23359.04134
-448.362776,41,23369.57894
-189.12653,13,23377.82352
-176.333714,12,23387.3097
-216.849305,14,23396.68418
-179.201905,16,23521.39919
-161.659139,11,23530.39892
-180.895837,11,23538.9536
-207.32754,16,23548.25288
-358.032182,62,23559.20469
-241.740593,16,23569.1084
-164.997231,11,23577.86117
-245.354605,13,23587.21441
-322.97777,16,23597.1397
-344.027459,21,23607.16
-212.83512,37,23616.98129
-431.169781,40,23627.6822
-195.006373,11,23637.44981
-366.167183,36,23646.9077
-467.980121,41,23657.36378
-454.646219,35,23667.26295
-176.289638,13,23675.81308
-367.575633,23,23685.98072
-334.389915,23,23695.13095
-379.811641,36,23704.78414
-182.224768,13,23714.22146
-338.403624,19,23723.46767
-150.454926,16,23732.66293
-344.900771,32,23742.35966
-328.400292,16,23750.96996
-153.293526,12,23759.74001
-363.790101,22,23768.59565
-321.299861,66,23779.9403
-174.421616,11,23788.49738
-212.970833,14,23797.90617
-542.732727,40,23808.866
-196.327971,14,23817.60989
-417.730981,36,23827.50805
-458.907624,39,23838.03074
-320.855042,39,23848.21333
-236.799571,13,23857.56275
-175.746884,13,23866.78834
-141.710644,16,23876.40751
-394.043871,35,23886.62238
-342.271461,23,23896.39299
-358.471035,34,23905.76014
-208.625353,14,23915.19903
-314.942977,40,23925.72702
-590.923483,33,23935.58219
-255.525938,17,23944.33963
-504.890534,35,23954.96386
-490.506539,33,23964.47015
-319.917274,15,23974.2622
-380.691737,37,23985.15935
-534.197984,31,23995.31118
-286.487598,14,24004.72825
-215.619594,19,24125.45944
-239.888059,18,24134.52017
-212.75157,16,24143.66724
-399.280239,24,24153.32704
-496.050022,48,24163.90713
-401.360595,53,24173.96064
-303.176101,51,24184.39727
-197.896368,12,24193.30526
-349.644749,36,24203.55167
-290.619535,19,24213.2801
-183.565649,13,24222.73967
-170.18308,11,24230.99512
-327.652175,40,24240.89248
-431.431158,36,24250.74578
-230.884173,12,24259.64598
-195.570689,12,24269.13846
-248.707128,16,24277.49266
-169.234271,13,24287.20528
-387.333295,33,24297.26717
-189.41231,13,24306.16862
-148.626554,11,24315.45213
-376.730174,30,24325.25282
-187.356297,14,24334.87942
-300.622195,15,24344.79052
-284.731157,14,24353.8023
-491.742146,36,24364.47744
-181.118043,15,24373.6657
-497.632811,32,24383.59068
-234.417242,19,24393.48029
-271.115842,54,24404.13784
-493.053534,37,24414.64936
-240.51438,14,24424.3492
-193.498253,12,24433.67311
-319.558123,17,24443.17664
-267.07986,17,24453.04294
-505.742172,32,24463.35547
-200.108836,14,24472.20498
-80.35688,12,24481.66133
-315.63319,21,24491.84013
-198.367087,12,24501.14495
-503.154832,42,24512.20707
-260.053935,22,24521.91563
-360.766515,34,24531.57382
-216.032787,13,24540.47332
-266.021336,37,24549.82031
-358.314797,47,24560.52092
-171.53664,13,24569.27248
-306.777548,21,24578.77681
-272.328814,18,24587.88812
-289.340252,17,24597.9301
-483.610386,41,24608.08291
-188.616192,16,24617.42151
-458.364363,62,24740.94661
-376.382533,36,24750.32317
-271.072151,19,24758.72556
-658.958684,34,24769.19623
-312.580493,30,24779.13339
-216.66291,16,24787.43129
-453.328708,34,24797.16688
-285.752545,36,24807.03452
-268.10859,36,24816.33995
-217.2696,15,24826.31082
-275.944853,17,24835.82794
-106.306786,19,24844.73857
-299.191045,17,24853.90101
-623.329966,38,24864.36103
-145.846356,11,24873.37978
-204.93251,13,24882.71406
-292.456315,18,24892.11508
-181.347153,10,24900.6582
-455.250489,39,24911.00982
-223.593345,14,24919.46348
-178.261014,11,24928.99761
-427.01832,40,24938.90904
-540.848779,34,24949.11046
-561.539395,40,24959.92911
-241.125899,20,24968.53267
-350.254304,42,24978.49449
-142.878446,11,24987.26854
-448.336321,32,24997.374
-370.512413,34,25008.08069
-232.174666,15,25016.48236
-226.319449,17,25026.32376
-445.841736,40,25037.18214
-199.356275,15,25047.04324
-177.341672,13,25055.10891
-388.17299,32,25064.87021
-637.665847,33,25074.87828
-439.773732,38,25085.29996
-388.518885,39,25095.6499
-418.508544,37,25105.06064
-425.128629,30,25115.39545
-163.002583,12,25124.18316
-185.340604,13,25132.97975
-391.790286,40,25142.85739
-183.220862,17,25151.16003
-220.820843,42,25160.81652
-173.888078,16,25170.43419
-292.328469,15,25178.93559
-181.244144,12,25188.62945
-393.056956,40,25198.59454
-283.965701,16,25208.00106
-197.174492,14,25217.87197
-226.925398,19,25332.83831
-337.378033,17,25341.23783
-417.035828,40,25351.66947
-292.207843,18,25361.11513
-430.67229,35,25371.12549
-184.503457,16,25379.94782
-235.271393,36,25389.25129
-182.030058,11,25398.36
-333.644664,21,25408.22801
-405.059537,38,25418.18593
-371.04174,48,25428.68678
-207.099504,12,25438.28385
-202.367633,16,25447.13865
-420.712608,38,25458.03983
-262.786386,37,25468.31878
-324.12149,18,25477.42431
-256.668249,25,25487.30652
-515.209869,39,25497.92668
-402.677697,43,25507.80976
-494.630336,62,25519.36317
-641.848879,34,25530.09428
-194.578724,47,25540.25968
-519.258905,42,25550.59211
-332.984338,42,25560.77294
-349.617588,39,25570.57475
-324.404904,36,25580.41149
-183.029633,13,25589.2209
-362.647381,22,25598.72397
-319.284908,25,25608.7412
-2102.689027,194,25626.64532
-155.134959,14,25635.61842
-328.861273,39,25645.32494
