"#{""t_start"": 1778824503.1099143"," ""env_id"": ""None""}",
r,l,t
3.986456,24,84588.1841
0.959182,34,84598.57297
-146.428597,27,84609.18476
-2.562085,14,84617.55036
-146.271959,30,84628.12387
-150.266032,18,84638.56135
-147.876035,14,84648.22855
-1.359063,9,84657.18469
-4.97632,7,84666.12698
43.588877,26,84675.06767
1.739937,9,84684.14535
-2.799431,15,84692.8784
-27.560157,25,84703.19668
-145.357286,52,84714.58791
-7.017023,17,84723.94663
1.923832,21,84734.1236
-1.695789,11,84744.09786
-149.755567,12,84753.55773
1.878978,10,84763.77339
1.485811,9,84773.15076
144.044934,43,84783.0449
-4.522949,7,84792.95159
0.757383,15,84803.01036
-150.263252,18,84812.81622
0.498511,8,84822.67867
-143.276575,44,84833.82865
-1.369723,53,84844.42658
-3.521349,8,84854.54759
-3.980782,24,84864.38396
0.344668,20,84873.05948
-150.112838,14,84883.77655
-1.781916,9,84893.68517
2.44487,16,84902.53744
2.665236,13,84912.87913
2.319552,10,84922.83748
-1.192448,12,84932.2999
1.879251,10,84942.00841
-2.204032,8,84951.13627
-961.574155,194,84969.73234
3.109864,16,84978.32361
-4.959995,17,84988.5745
-2.516373,10,84998.57434
2.1443,12,85007.79354
2.670006,13,85016.98956
-0.009589,13,85026.24162
-0.224143,12,85035.0329
-7.487421,8,85044.60229
0.39576,14,85053.51148
0.498559,12,85223.83053
1.457118,18,85232.74005
1.953948,11,85242.66896
1.828101,9,85252.69107
-2.112989,14,85261.89563
-0.567934,8,85270.99622
0.541232,10,85279.13704
-2.277929,24,85289.17476
1.950406,9,85298.74533
3.129791,21,85308.35452
1.451338,9,85317.72841
-152.760697,14,85328.10899
2.565941,19,85337.59663
-157.273885,15,85348.40291
-15.724136,17,85358.34349
-0.577111,18,85367.17802
0.807619,19,85376.82199
-2.612497,24,85386.56033
2.9649,34,85396.57414
2.774555,15,85406.94976
2.225047,11,85416.22305
0.645412,34,85426.75759
-2.293182,10,85437.00747
2.021856,10,85445.36787
87.443012,34,85455.59798
2.261681,11,85464.99143
-0.298892,11,85473.9487
-2.048492,25,85484.59568
-862.138358,202,85503.39316
-186.529552,14,85514.2365
2.41778,32,85524.28645
-148.207463,12,85533.89931
1.491598,26,85543.68024
-3.264731,18,85554.05395
-148.36009,29,85564.47443
-4.585784,14,85574.08288
-148.474325,21,85584.78933
-147.687575,15,85594.36156
1.803992,10,85604.07531
1.924985,9,85614.00696
0.277805,12,85622.54413
1.225642,10,85632.0334
5.135542,33,85641.35505
126.227937,92,85653.94422
2.987796,16,85663.80149
3.015075,15,85673.37464
-151.5165,30,85683.02201
0.945588,55,85694.75
-2.756786,20,85705.20431
-0.257949,24,85714.73484
-149.579765,23,85725.24294
-174.327773,36,85736.07679
3.378211,23,85744.9733
2.976163,17,85755.07192
1.318785,25,85911.76016
1.892551,10,85920.18377
-158.716657,15,85930.54617
-4.562994,27,85939.82377
-151.362047,20,85950.27148
-1.029562,9,85959.32845
-6.00594,29,85968.65354
1.122803,8,85977.78693
-149.141754,32,85988.68504
-2.077198,17,85997.76658
-148.812335,14,86008.13005
-148.092274,42,86019.08564
2.180815,10,86028.34717
1.276584,10,86038.14786
2.118967,12,86046.75242
-154.502152,18,86056.79496
-0.264537,7,86066.03652
-145.684575,67,86076.98886
-152.877025,51,86087.36659
-150.722431,29,86097.84981
-146.749891,48,86109.12687
2.457335,28,86118.86845
-147.740728,46,86130.21793
-0.242678,10,86140.16371
-1.162708,16,86158.76394
-0.886623,18,86169.28381
-0.460085,16,86177.68389
-146.539295,49,86188.84366
-1306.201809,186,86206.65322
-13.97139,28,86216.45765
-7.764149,48,86226.81452
2.22407,12,86236.02
2.746495,14,86245.76445
-150.774479,24,86255.56729
0.266892,22,86265.61367
-148.374446,62,86277.60704
-0.661361,27,86287.21473
247.665181,83,86299.2215
-31.204139,31,86309.64781
2.436225,12,86319.13044
-146.915518,28,86328.89741
-0.943555,11,86337.81274
-3.262933,16,86347.2434
-148.620907,25,86513.39104
4.289006,28,86522.61615
-1.0097,21,86533.18413
-153.564728,59,86544.85345
1.48824,10,86552.97826
-146.251547,21,86563.36765
0.743199,19,86573.77977
-147.792149,26,86583.57749
2.125179,9,86592.87005
91.299211,47,86604.13095
2.487261,13,86612.79479
2.233416,11,86622.29112
0.553296,18,86631.98533
-3.711705,15,86641.0855
1.733384,9,86650.50582
1.277663,10,86659.11297
-148.507893,28,86669.85584
1.926471,10,86679.31295
-149.805613,15,86688.82562
-143.710639,43,86699.88872
-148.736433,24,86710.28658
-155.98822,35,86720.14331
-145.914511,56,86731.67957
85.954467,31,86741.60729
-1.469352,15,86750.7531
214.325237,44,86761.67929
-2.267114,9,86771.73768
-1.554883,13,86781.1503
2.113582,30,86791.40535
-149.062743,16,86801.94327
2.964357,23,86810.9949
-149.325534,16,86821.56188
3.073845,15,86832.01189
-3.681169,23,86841.28911
-1.999676,11,86850.87412
1.966622,9,86860.62355
-5.233966,16,86870.42275
-150.781907,25,86881.13857
0.828778,22,86891.17743
-0.844398,16,86900.12597
3.044766,17,86909.96849
2.107251,11,86919.79186
-1.677003,11,86928.39723
1.098911,28,86938.93003
3.342938,17,86949.17157
-0.400063,10,86957.55862
-27.242861,13,86967.03148
-0.956616,16,86976.01287
-1.617104,10,86986.05126
0.316164,17,86996.39136
153.611413,46,87006.20453
-0.130169,10,87016.21561
2.065412,12,87025.5311
-0.240921,13,87035.12753
-148.280709,13,87045.68807
-146.457707,22,87056.37731
-0.097534,8,87064.76595
0.277023,8,87073.94704
3.117296,16,87084.25745
-0.746309,20,87093.15621
-1.439521,13,87102.87834
-4.189798,25,87112.02998
-150.428438,15,87122.34447
1.910572,10,87132.13543
1.795314,9,87140.93533
2.201941,12,87290.60753
2.569674,24,87301.02116
-148.304076,78,87313.63787
-138.304455,117,87327.90397
3.015666,22,87337.42494
1.717069,12,87347.23386
1.549369,12,87356.53684
-15.352347,18,87365.81983
0.739404,14,87375.75114
-149.222813,61,87387.38209
2.015034,10,87395.91599
2.040244,9,87405.25677
1.733201,9,87414.54167
3.30764,17,87424.00106
-148.593365,77,87436.79868
1.803287,9,87446.2639
3.296633,34,87455.85766
0.301946,16,87465.80779
-146.921576,34,87476.46707
-147.414686,72,87487.78317
-0.113174,15,87496.84384
-1.783964,10,87505.95207
-155.27662,69,87517.37672
-22.929949,14,87526.63148
-0.389037,9,87536.51832
-1.341398,15,87545.97969
-1.097252,19,87556.37528
-144.475688,60,87568.02453
1.008717,8,87576.339
1.854976,9,87586.46585
-154.943792,67,87598.51991
1.742252,9,87606.87917
-1299.754724,223,87627.49529
1.426321,23,87636.90183
2.435856,12,87646.14457
-3.333562,9,87656.06307
2.406276,12,87665.22525
0.148682,11,87675.37375
391.561304,76,87877.99655
-2.153867,18,87887.59392
2.188022,11,87897.73644
1.171681,10,87906.14895
-144.523628,62,87917.77076
-150.922957,51,87928.99658
-3.457803,20,87938.43219
-15.251834,22,87947.6476
3.711726,23,87957.75271
-0.190386,17,87967.31524
2.239491,11,87977.36182
-153.297521,20,87988.01542
-16.158945,16,87996.89146
-148.174564,41,88007.6826
44.606749,22,88017.34017
223.942914,66,88029.48727
-146.082194,23,88039.16423
-148.498899,58,88050.76985
-147.187778,14,88061.28177
2.119621,10,88070.24393
-150.316928,14,88080.65407
397.909946,83,88093.61898
-6.483217,9,88102.83666
13.6929,18,88112.07788
-145.545568,29,88122.81516
51.578495,26,88131.73952
-141.70238,61,88143.65291
-150.686838,85,88156.4494
-2.209808,11,88166.73612
180.127759,52,88176.99056
-149.005125,70,88189.14638
-149.71909,16,88199.62941
0.235787,13,88209.94918
-18.151599,16,88219.40064
-15.285193,21,88229.51778
3.088678,17,88238.46727
0.144507,13,88247.883
2.821277,31,88258.57266
-148.442251,62,88270.38021
2.406907,11,88279.26326
-146.170234,26,88289.88324
-21.935359,15,88300.36578
-143.673684,82,88473.19767
1.550824,11,88482.55107
3.091672,20,88491.86142
-146.770821,15,88502.20123
285.624444,57,88513.64354
-0.848902,9,88522.94463
-153.044459,18,88533.45961
100.505925,38,88543.78183
-0.049736,10,88553.09504
-146.558228,29,88563.55206
-2.250671,9,88572.70155
2.720341,12,88581.90352
2.838483,15,88592.31751
-146.901924,39,88603.38401
-149.899491,27,88613.04626
-145.925271,41,88623.75432
2.472052,20,88634.24793
-5.228347,8,88643.48799
-143.936617,40,88653.99069
-20.435881,15,88664.49685
-147.887192,32,88675.10951
-144.45582,53,88685.73366
-144.56005,39,88696.65631
-149.183621,26,88707.32145
-3.067186,8,88715.59189
2.114873,10,88724.95258
2.7718,15,88733.61125
1.269676,23,88743.26657
1.606816,9,88752.8647
-2.331881,10,88761.11434
-146.982446,19,88771.76636
-145.889574,24,88782.37314
-156.168967,59,88793.05506
-8.082373,13,88802.3748
-146.897414,16,88812.8577
1.156911,9,88821.49012
-0.388315,9,88831.51785
1.88462,9,88841.0679
0.445654,17,88850.43472
1.286406,9,88860.02284
-152.751175,24,88870.71757
2.501442,43,88880.77035
-147.086482,19,88891.26869
1.860538,10,88900.65954
-2.722368,11,88909.98247
-21.117068,15,88920.51885
1.204615,9,88928.78019
-146.12232,37,88939.08738
-145.59023,29,88949.64032
1.903409,11,88958.7149
-147.53782,54,88970.13593
-149.995305,22,88980.67181
-146.387958,25,88991.13383
-149.774736,24,89000.74176
-1.351525,11,89009.85608
1.915183,9,89018.62828
-147.356117,20,89028.86582
-143.705328,53,89190.36444
-0.285549,7,89198.87843
0.069234,11,89207.8387
-404.161656,114,89222.49986
0.041669,11,89232.33326
-148.835243,17,89241.96962
-2.144726,7,89251.09545
-20.488191,15,89260.88101
2.200035,11,89269.75427
1.000027,15,89279.75506
-0.610753,8,89288.27309
-19.500481,15,89298.32665
-144.946082,40,89309.18507
220.852352,60,89320.74994
-3.449443,9,89329.14042
-3.024483,10,89339.3095
-149.969768,23,89349.0472
0.329821,8,89357.64206
-146.774664,18,89368.19646
-1.665034,12,89377.03047
-1.748619,8,89386.95826
-147.341408,61,89398.56206
-148.797936,19,89408.13242
156.615104,37,89418.52351
-145.324325,103,89432.28452
1.758265,9,89441.60645
1.47301,8,89450.322
2.180867,12,89460.74293
-145.34021,29,89471.50776
-2.051759,7,89480.48866
-149.477808,40,89491.28036
245.432735,55,89502.60101
-0.551227,8,89511.16957
1.704843,11,89520.76238
-146.812746,72,89532.94517
-1.347358,8,89541.15745
-145.782268,86,89554.04495
1.199602,9,89563.33094
-0.441181,10,89572.43038
1.683416,10,89582.41246
-147.02452,22,89593.04454
-145.4373,39,89603.10018
1.022717,8,89612.34094
-149.499454,17,89623.05657
-152.659628,41,89633.04481
-151.027415,68,89645.02456
-146.956282,20,89655.48544
-18.89852,16,98055.11174
-0.469112,10,98063.81711
310.495622,68,98075.95864
-16.694246,15,98085.64068
-4.129061,8,98094.80731
1.847573,11,98104.67053
1.96946,9,98113.98136
-575.512116,237,98134.68902
-148.773877,49,98146.00468
0.18133,17,98154.70596
-3.258328,7,98163.92595
-143.808512,49,98175.25235
-145.897811,24,98184.89187
-150.063107,31,98195.47
-147.387444,16,98205.93654
-146.453195,25,98215.69953
-2.889268,8,98224.87123
-148.436557,24,98235.3848
-148.786246,26,98245.2287
2.361721,14,98254.8687
-148.09613,82,98267.61602
-151.939051,43,98278.74682
-145.448956,32,98288.73187
-148.606851,33,98299.78875
-152.503413,22,98310.45694
-148.599368,35,98320.59011
-1287.637668,201,98339.49504
-0.262208,10,98348.16248
-18.74634,17,98358.59176
-8.943445,13,98367.83383
1.748849,21,98377.39905
-148.043956,32,98388.06939
-143.531521,51,98399.43956
-0.136346,8,98407.65842
295.366929,78,98581.43493
-148.466972,86,98594.63437
-146.065864,28,98604.36275
2.311676,11,98613.40655
-147.780575,13,98623.83258
2.003122,9,98632.30501
-4.344137,8,98641.47897
1.491786,11,98650.29591
2.419076,13,98659.58388
-145.386251,63,98671.4758
-146.908927,32,98682.35071
-146.553231,43,98692.48339
-147.096592,47,98703.67774
2.091895,11,98713.83097
-664.390231,227,98734.10231
2.644076,14,98744.35624
1.659746,9,98753.61359
-149.256319,18,98764.08427
-146.74382,52,98775.46777
-147.269548,22,98785.15023
-1.300234,12,98794.44811
474.073487,89,98807.35034
4.995635,25,98817.8114
3.821261,20,98827.0251
-145.819872,28,98837.7074
2.557352,12,98848.05157
-145.126567,38,98857.99158
2.868451,16,98867.86166
1.8979,10,98878.07223
-153.457935,19,98887.84433
-2.063919,29,98898.42027
-149.785592,24,98909.27644
2.076243,10,98918.07172
-147.392286,37,98929.18076
5.768415,36,98939.97801
0.49585,8,98948.25479
274.904368,71,98960.5468
-24.098567,15,98970.43372
-145.568416,40,99147.8921
-149.390056,23,99157.65111
0.596209,14,99167.45732
-1.031064,45,99178.44837
2.624067,34,99188.31644
0.061321,10,99197.43355
-2.472095,32,99208.18964
-173.129752,52,99218.6248
0.89599,35,99228.90367
-144.067752,33,99240.0594
-151.286289,16,99249.62795
2.717588,13,99260.03203
0.738913,14,99270.50771
-2.818867,58,99281.12467
-0.245464,15,99290.92471
3.677978,42,99301.8929
2.410453,13,99310.72706
0.200813,46,99321.2657
2.948499,30,99331.95601
-2.050956,12,99341.25515
0.948305,27,99351.06389
-152.509797,19,99361.53436
-42.479306,24,99371.30777
-1.416335,11,99380.54759
-0.158758,10,99390.30632
5.365491,58,99401.09521
-2.837506,8,99409.75614
-147.808012,16,99420.38218
1.76652,9,99429.09456
-165.995772,38,99440.10079
-146.955614,25,99450.8232
-1.688184,28,99460.64846
365.566048,79,99473.2779
1.97817,25,99483.99397
-0.623596,59,99495.55131
-1.711775,18,99505.39454
-2.315785,9,99514.88596
-0.977818,10,99524.24614
1.979186,10,99532.85402
-18.036877,44,99543.81964
-0.369899,8,99553.17986
-0.059023,9,99561.5521
1.045198,16,99571.87664
0.547976,14,99581.26446
-2.213061,13,99590.53624
-0.524077,7,99599.78463
2.377279,12,99608.71716
1.323153,19,99619.58578
1.585908,24,99629.57843
6.67771,58,99640.01404
-0.568167,20,99806.27078
-4.748809,10,99815.14757
-853.858767,231,99835.3597
1.882067,10,99845.00085
-148.743762,14,99855.52827
-1.191983,9,99863.65388
-151.418685,16,99874.1468
-3.116015,10,99884.38297
3.081369,32,99894.01465
-3.002676,7,99903.45771
0.449869,8,99911.77261
-2.358633,10,99921.13145
-0.19364,19,99930.94092
-0.540733,39,99940.7354
562.527172,107,99954.96208
-0.592162,10,99964.42636
0.920107,14,99974.73367
2.149222,10,99983.98596
499.41798,96,99997.6931
-15.398353,18,100007.4927
32.248219,22,100016.2298
2.450556,13,100025.5533
0.753594,13,100035.8413
0.889307,13,100045.0106
2.339696,12,100054.8871
-3.040268,33,100065.3335
26.879911,23,100074.2315
33.331791,23,100083.8356
-23.501654,14,100093.3274
0.836546,15,100102.7431
2.268237,12,100112.9381
-4.33894,36,100123.5338
29.956159,22,100132.4842
1.772182,24,100142.4905
1.2241,17,100151.5798
-4.242893,8,100160.2203
-3.355259,30,100170.4387
-0.185702,12,100179.8231
0.02119,11,100189.2377
311.542598,77,100201.8567
1.606462,8,100210.7181
-173.434647,24,100221.4735
-149.062228,14,100231.8472
0.649121,13,100241.1896
-2.283602,8,100250.2234
0.88367,17,100260.3876
-1.528755,21,100269.5335
2.469913,27,100280.4305
1.484156,21,100296.0548
3.352401,37,100479.5151
0.460428,12,100489.6437
2.024447,32,100500.5109
24.844073,20,100509.206
109.221138,30,100519.3161
2.063083,24,100529.4663
0.664555,12,100538.6009
1.978113,9,100548.1862
30.545072,22,100556.9716
2.685284,17,100566.5079
-2.936884,21,100576.5093
-147.160723,33,100586.7605
-151.577049,38,100597.245
-2.113563,14,100607.7234
-23.086797,17,100617.2599
-2.029708,8,100626.5105
1.9666,9,100636.6166
-150.818436,14,100646.1405
1.665682,9,100655.7636
4.405767,33,100666.7065
-146.315659,44,100676.9175
-2.532396,11,100686.4122
-2.735198,22,100696.4289
1.953213,22,100706.0649
1.004779,32,100717.0116
2.313108,13,100726.7721
5.805145,40,100736.8709
0.8162,8,100745.836
1.104234,18,100755.9363
0.628158,13,100764.9347
-6.721434,27,100774.9963
-3.546401,8,100784.2758
-2.017917,17,100793.9034
-151.448443,31,100804.7082
2.630825,14,100814.8803
0.23094,8,100823.2248
-147.160866,45,100834.5086
-153.985288,38,100845.46
32.743983,21,100854.3122
2.115455,11,100863.9683
-148.197535,21,100874.7079
-0.057952,29,100884.2177
-1254.50985,177,100902.0039
-1.909845,9,100911.8534
-1.733631,9,100921.409
-1.170269,30,100931.2787
1.807341,9,100940.7326
-10.263834,28,100951.0228
-19.930388,20,100960.5586
-153.625741,30,100971.3519
-1.236436,8,100980.781
-146.430026,31,100991.0191
0.913002,17,101001.5499
-1390.258947,397,101179.2947
-0.65612,8,101187.7762
-0.353558,8,101197.0834
0.877471,12,101207.3678
1.274615,10,101216.6475
-3.613638,8,101225.9576
0.218186,11,101235.6522
1.767916,13,101244.6128
41.224592,22,101254.7473
0.326143,11,101264.9933
-7.442071,17,101273.6531
0.916458,38,101284.6153
1.148211,12,101295.0459
-1.63451,8,101303.404
25.396793,21,101312.9182
0.738971,16,101322.6303
1.261725,17,101331.9222
-5.919129,10,101341.1248
0.42245,10,101349.7325
-0.779321,9,101359.1843
-2.526501,23,101369.7139
4.376861,23,101379.2249
-8.396875,8,101388.3472
42.209659,20,101397.1181
772.749386,123,101411.9515
1.612607,11,101422.3053
2.324282,11,101432.6344
41.545434,21,101441.4105
-169.361302,17,101452.2406
2.260981,16,101462.6491
2.577689,12,101471.5568
28.488619,20,101481.17
4.228163,28,101492.269
547.553764,99,101505.955
2.944884,24,101515.7652
-150.916201,17,101526.4314
2.323292,11,101536.0358
0.41642,19,101545.6264
1.183811,19,101556.422
-0.203409,9,101565.8393
1.091195,16,101574.8606
0.252752,10,101585.0305
-3.018675,7,101594.3062
-1.6309,12,101603.752
-2.366755,9,101612.9534
-0.347698,11,101622.1355
0.697392,13,101632.3766
-1.5001,17,101642.6927
1.742166,24,101814.9274
-3.514758,9,101824.3495
-22.620671,16,101834.6493
-1.614693,9,101842.777
2.628513,14,101853.1799
-415.968375,281,101876.1395
-0.235654,9,101885.2736
-13.493403,38,101896.3481
0.705574,12,101905.8393
-1.326934,23,101915.923
49.515899,23,101925.689
-4.109261,15,101934.6331
0.612146,22,101945.1921
-154.742165,25,101955.9634
-3.900009,22,101965.0034
-348.736595,275,101988.585
1.566387,8,101996.8997
-147.381367,14,102007.3995
19.452261,19,102017.1025
-3.451061,40,102027.1776
-235.656804,70,102039.6559
-169.307541,29,102050.583
-1.853331,17,102060.2842
-151.576341,15,102070.0318
0.998275,9,102079.1981
0.268278,10,102089.3451
-147.702633,18,102099.237
2.687701,14,102109.7042
2.761928,14,102118.3626
0.35568,24,102128.9258
3.984678,22,102139.5515
-0.630486,24,102149.5602
-149.308005,14,102159.3371
1.893108,26,102170.0177
1.818742,9,102179.2016
-2.311807,8,102187.9555
3.068585,17,102198.436
0.58978,12,102207.7575
1.620397,9,102216.4143
0.391537,13,102226.5511
-148.818193,14,102236.086
-151.711564,14,102404.4613
2.160734,24,102414.1242
3.625112,20,102424.0432
-171.373166,21,102434.6816
694.925491,115,102448.1252
-0.258218,10,102456.808
-1.016473,11,102466.2557
-0.170157,22,102475.276
275.770619,62,102486.9515
0.318833,24,102497.2404
-149.081484,19,102507.0228
-145.835716,25,102517.6721
1.005213,9,102526.9707
2.046627,23,102536.243
-147.983186,38,102547.5056
-0.38762,28,102558.0007
1.897535,9,102566.4442
27.429013,21,102576.1348
0.801472,14,102586.6229
1.054545,8,102594.9193
-1.552423,13,102605.1239
2.406552,14,102615.4148
190.090848,49,102625.5344
0.450453,13,102635.6872
-1.306413,14,102645.3597
-150.09673,17,102655.0942
-3.856521,7,102664.4697
-5.242559,20,102673.2129
-246.45493,290,102696.8236
-1.091407,15,102706.804
-9.79834,40,102716.9893
0.557502,13,102726.8379
27.063019,19,102736.4127
-1817.103353,427,113544.8992
-633.489722,289,113569.2968
-4.430994,23,113578.611
-5.032548,24,113588.644
-6.874426,9,113597.7748
-147.095118,29,113607.6974
0.417468,10,113617.7905
2.35375,26,113628.1091
0.242973,14,113637.8944
1.55483,20,113648.0615
1.225146,17,113658.0524
-169.45098,14,113667.615
1.814009,9,113676.8123
-2.29696,10,113686.449
0.153925,31,113696.3568
26.875312,19,113705.8667
0.736314,17,113716.2944
2.023094,11,113724.8683
-159.348971,16,113735.5678
-147.749359,42,113746.8838
0.221543,10,113755.7614
-1.936599,12,113766.0868
20.16651,21,113774.7425
-864.552664,210,113794.2213
-148.873566,14,113803.844
2.075356,10,113813.5324
-2.393774,26,113823.6897
0.690538,14,113833.068
0.549035,10,113843.3421
-1.728249,10,113853.446
0.888316,25,113862.7975
1.643559,20,113873.1703
1.935895,9,113882.4277
-149.384181,26,113892.2215
1.244388,17,113902.7879
-1.181112,17,113913.2623
-147.12494,27,114088.4492
0.823812,16,114098.6063
2.02486,11,114107.93
0.162276,40,114117.7154
0.616971,12,114127.9938
18.794513,19,114137.4416
1.040697,20,114146.6114
-1.038269,22,114157.0178
1.916656,10,114167.1209
0.380384,10,114176.5589
-144.659719,28,114187.3193
-41.720037,17,114197.5667
1.724334,9,114206.7594
-1.720141,12,114216.9328
-806.633901,217,114236.7255
0.611445,12,114247.3951
-1.463382,23,114257.8921
3.027865,22,114267.2586
-1.302991,8,114276.5565
0.647661,14,114287.2438
4.245957,21,114296.833
-0.068799,16,114306.7797
3.911694,25,114317.3577
0.943983,23,114327.1181
-2.266002,8,114336.2204
-152.042905,20,114347.1397
-0.213329,12,114355.9388
-730.315535,221,114377.0348
-143.108778,38,114387.1422
-154.928151,16,114397.7703
-155.904263,15,114408.4712
-1.780801,9,114417.7412
0.137141,18,114427.5676
0.287039,10,114437.6205
1.171345,17,114446.7151
-0.803026,8,114456.8932
0.052967,25,114467.0638
435.256322,97,114479.7752
1.869111,9,114489.6155
-1.682039,10,114499.6081
-1.196397,8,114508.3197
0.818505,30,114519.2516
2.043604,22,114529.3025
13.228648,18,114538.3319
-2377.820749,519,114752.5929
-0.78143,10,114761.8591
0.024471,23,114772.0962
-2.152834,15,114781.919
41.929576,25,114790.9679
-1.981518,9,114801.1504
-154.114156,19,114811.8775
-1.000178,13,114821.3158
5.412872,32,114832.146
-555.723263,246,114853.247
-1032.19216,198,114872.7789
-15.750365,40,114883.204
1.987673,24,114893.3159
1.891419,10,114902.7785
0.344381,12,114911.9682
1.565814,20,114922.066
0.024272,10,114932.0511
1.766419,9,114941.2138
2.322423,12,114951.3369
2.440888,13,114959.9672
2.952714,28,114970.3922
-2.424317,23,114980.3597
-154.186186,78,115149.7629
2.678635,20,115159.8312
1.960153,10,115168.2105
-1299.81456,187,115187.0757
0.3553,12,115196.4655
-152.052065,40,115207.8611
-152.996642,20,115218.5706
2.48365,11,115227.3299
-1061.276444,162,115244.0061
-148.560862,36,115255.1957
6.363944,43,115266.3304
-1.588868,26,115276.0587
-146.966648,26,115287.0618
-153.016227,15,115297.5252
-141.187868,53,115309.3729
0.457382,11,115318.6846
2.161507,10,115328.1676
0.322295,18,115337.8884
2.128031,23,115347.2107
4.657979,42,115359.031
2.908799,16,115369.1165
0.207273,10,115378.0399
2.012871,9,115388.2481
-148.477229,22,115398.8061
0.835521,7,115407.3011
-147.098858,55,115419.151
-1.935953,11,115429.2533
-3.352249,22,115439.0713
-147.963848,44,115450.3053
0.045356,31,115460.8425
0.369971,13,115470.5452
-148.007608,24,115480.8826
-1032.64469,175,115498.5974
-1171.056964,167,115698.4379
-154.419565,14,115708.0567
58.46225,26,115717.9756
-148.780418,28,115728.789
77.300978,28,115737.7553
-146.841216,28,115748.4908
-1228.928045,173,115765.6738
0.557537,12,115775.8106
0.095793,10,115785.094
0.870592,14,115795.3326
-149.644306,25,115806.0105
2.061898,10,115815.4184
-1282.775316,214,115836.0812
6.11546,38,115846.2599
1.862061,9,115854.9712
-151.241649,21,115865.6196
-2.942288,13,115874.026
-144.269379,34,115885.1382
-150.101241,20,115895.8497
-146.744719,17,115905.5653
1.127517,10,115915.2542
1.108794,8,115924.4566
-1307.582202,186,115942.7438
-167.092685,29,115953.9326
-1.110983,18,115963.4254
1.86545,9,115972.9933
-148.197481,21,115983.8165
-143.272126,57,115995.0567
5.237767,46,116006.4795
-0.19011,10,116016.0197
-1160.647477,168,116217.1255
-148.708159,38,116228.2678
-149.617024,17,116238.7433
-4.18696,7,116247.1703
-1174.111206,169,116264.5464
-150.340223,24,116275.2445
-0.156247,9,116284.9224
67.101038,27,116293.979
-161.809351,32,116304.8773
2.485298,13,116315.5544
2.0653,10,116324.2885
-1050.393755,157,116340.7332
-150.438434,51,116352.3084
1.9593,25,116363.001
-148.565365,38,116374.0583
-144.669454,46,116384.4539
-153.609839,14,116394.8549
-1.395661,14,116405.0025
-4.570776,7,116413.537
-0.663732,8,116422.8817
1.838208,11,116432.8855
-0.449356,8,116441.3988
-147.669464,18,116452.1079
-1169.101093,169,116469.475
-1158.573801,168,116487.371
-144.620331,42,116498.7521
-146.544547,56,116693.1017
-1072.651373,166,116710.1987
-147.722868,21,116720.8212
-1.532964,10,116730.0294
-150.679542,24,116740.7531
-149.805691,32,116751.6579
-1153.659688,167,116769.0569
0.355654,17,116779.0365
-1.573436,8,116787.3064
53.676722,25,116797.0742
-146.4916,23,116806.993
-1186.616828,171,116825.4495
-1152.512716,167,116842.9048
-147.047324,48,116854.2608
2.212659,10,116863.0099
-150.648934,44,116874.5938
-0.062773,23,116885.0556
3.082266,27,116894.7893
0.595835,13,116904.8314
0.234688,10,116914.9095
-148.649938,23,116924.6755
-147.556701,14,116935.3646
-145.265798,48,116946.9832
-146.664614,49,116958.5437
2.185556,12,116967.0648
-148.12945,20,116978.108
-148.080562,39,116989.2794
62.189951,28,129082.5299
-189.380148,15,129092.3513
-1030.320135,178,129111.2225
1.293928,7,129119.4949
-147.208784,52,129131.4648
-1.492455,10,129141.5638
1.463281,15,129150.0178
1.764354,8,129159.4238
-0.641158,8,129167.9368
62.201506,24,129177.5776
66.715398,25,129187.4175
-1.736541,7,129195.8131
-146.747706,22,129206.522
-147.306946,14,129217.1887
3.906595,20,129226.1076
-144.604436,47,129237.5641
-0.204011,8,129247.0334
-148.351582,43,129257.4625
-144.715361,44,129268.7839
-149.104104,20,129279.4925
-142.409865,51,129291.2604
0.908112,8,129299.9084
-0.74221,9,129309.1332
-144.672205,38,129320.4239
3.468591,17,129329.9955
-1176.744962,170,129347.2423
-19.565751,20,129357.8662
1.125785,17,129368.2547
-153.222571,27,129378.0943
2.074634,10,129387.4258
35.072977,22,129397.0697
0.600373,12,129406.6402
-150.650205,17,129417.2579
-148.245071,18,129427.8277
-143.189798,54,129438.6097
3.48769,15,129447.2729
46.760525,26,129457.192
-147.664473,14,129466.7804
0.176262,60,129479.0934
-148.871562,41,129490.3278
-146.855359,19,129501.0013
-170.051105,14,129510.5936
-151.935972,21,129697.1926
0.77667,13,129706.6954
-2.142656,8,129715.7879
-147.043761,24,129726.4828
-149.175749,26,129736.3011
-147.811551,18,129746.8385
-1.240604,8,129756.1766
-146.749482,29,129766.1679
-145.12565,45,129777.7378
127.992169,33,129787.9752
1.999203,21,129797.5189
-145.790999,29,129808.4946
31.206346,21,129818.073
1.267093,14,129826.605
-1.621251,12,129835.9074
-148.962812,18,129846.6247
-1179.917758,170,129864.5931
-1136.007169,166,129881.9043
70.906372,27,129891.8126
1.796303,28,129901.5169
1.708635,9,129911.1481
-150.437673,19,129921.7972
-142.506463,54,129932.7286
1.487541,17,129943.3407
82.554154,30,129953.3712
-145.184831,43,129963.9381
1.425407,20,129974.0023
1.60129,8,129983.3364
-147.684662,15,129992.9099
-155.733677,60,130005.0344
-149.875284,37,130016.1758
