#{"t_start": 1779948995.375043, "env_id": "None"}
r,l,t
-129.112023,13,26548.727137
614.327184,122,26563.274036
858.354324,152,26579.224933
-12.773317,228,26746.931296
-129.434,15,26756.356008
-166.544412,13,26765.699714
-97.918542,46,26776.232089
-0.452695,43,26786.324322
-78.00608,48,26796.311782
660.574924,216,26815.195115
-80.239908,161,26831.432441
-23.206604,37,26841.399133
488.752257,172,26858.396548
65.720628,155,26874.290309
429.519026,189,27048.060783
52.339398,52,27058.447984
-48.932193,38,27068.843164
-64.857331,34,27078.883759
611.947884,130,27093.518624
934.924485,171,27110.661638
52.055571,57,27120.944355
65.814461,54,27131.789484
-123.288893,27,27141.376611
-54.3981,41,27151.467575
-129.045992,16,27160.050339
97.951694,58,27170.377689
-13.052334,40,27180.805978
-12.562219,49,27190.73048
-253.930507,34,27201.06539
826.889229,157,27217.493455
59.266978,51,27228.330773
-110.888029,58,27238.667614
-44.736605,44,27249.252047
-181.864612,42,27259.091699
115.069037,57,27269.620843
-37.291643,41,27279.550233
-11.638072,40,27431.45853
-77.617306,38,27441.340044
319.22932,81,27452.9256
90.69797,41,27462.360206
-7.704284,49,27472.315158
599.0,118,27486.868351
1017.622939,174,27503.659409
1263.310938,219,27522.10002
1554.057452,245,27542.164284
47.702881,43,27552.548519
821.801108,142,27567.872992
-78.775553,40,27577.959862
-13.51199,52,27588.612406
82.765165,57,27756.95967
-68.869443,38,27767.539752
30.842127,49,27777.570959
334.638044,80,27789.160001
1124.415219,183,27806.639592
430.962691,172,27823.822875
436.237043,115,27838.0824
792.196424,146,27853.924351
5.645128,41,27864.250896
74.725405,44,27874.830871
738.248131,135,27889.967597
607.694513,113,27904.094514
1538.758767,355,28100.230155
-239.740825,41,28110.262663
-1.780829,59,28120.645459
270.378308,263,28142.072842
984.070591,179,28158.61691
-49.803432,39,28168.550048
-114.785963,12,28177.883902
-18.315452,40,28188.051146
-188.171694,30,28197.633325
-236.387451,32,28207.320897
1544.418185,258,28228.414768
521.612193,207,28389.381042
-53.859746,53,28400.013257
1299.18791,212,28418.291988
-54.922846,43,28428.734283
-225.819098,39,28438.464087
-117.874784,27,28448.055333
-930.599187,299,28471.192275
333.280182,231,28490.736314
-65.746739,46,28501.064402
452.703049,196,28518.956765
731.884557,158,28692.185019
-266.088984,28,28701.576242
-42.271861,45,28712.236162
2062.754288,385,28739.522731
301.345183,205,28758.630551
1027.999809,529,28925.7506
-167.88041,18,28935.129341
33.317001,54,28945.952898
845.654371,285,28967.842991
1566.032397,266,28989.078148
477.605505,155,29005.282493
-64.401493,55,29015.889697
-167.276408,62,29026.867784
114.333857,339,29197.461309
92.657246,267,29219.100527
150.172467,129,29233.597932
-173.492848,120,29247.068686
-199.17547,31,29256.599316
113.671223,100,29269.746651
626.097847,929,29470.64071
-220.134705,97,29483.568707
-147.422364,32,29493.150477
-187.690535,22,29502.588373
65.170928,94,29515.767987
-193.593569,15,29525.151924
1123.113977,315,29548.956675
-165.29924,24,29558.355538
-177.15911,17,29567.734554
601.174376,632,29748.820733
-127.753133,29,29758.404292
-34.201734,40,29769.047072
3.028081,18,29777.377963
0.938511,46,29787.609779
295.509101,295,29810.09904
-247.618237,46,29820.079793
-55.085072,110,29833.505609
-165.187251,36,29843.930215
-299.51571,68,29855.815265
0.763212,49,29865.960289
-10.056485,43,29875.495311
-184.111442,18,29884.983486
-30.889394,45,29895.52332
596.937104,261,30055.150914
419.77739,202,30073.796118
-190.475077,22,30083.250717
-234.498096,64,30094.141543
-517.44611,107,30107.572066
675.91088,426,30136.376863
107.05978,53,30147.108111
-235.805394,46,30157.045521
95.914176,50,30167.03592
-185.621068,16,30176.42712
-38.076505,56,30187.414623
2252.707314,423,30369.404945
-226.640944,49,30379.231737
314.904541,165,30395.675686
37.404598,66,30406.611059
354.05122,177,30423.992169
-4757.158751,688,30601.178711
519.641338,198,30619.126935
-257.263437,35,30629.501811
422.865314,574,30666.501263
-39.387502,46,30677.27695
-186.669904,20,30686.710582
818.627526,278,30842.98874
-109.811163,32,30852.619604
1352.958,212,30870.700106
-75.324163,52,30881.437993
137.917771,62,30892.371693
-129.731343,36,30902.869005
-197.027659,17,30912.257303
1138.266139,196,30930.042691
-193.413659,17,30939.426245
-59.163204,60,30950.164144
1729.814598,275,30971.958417
1491.576673,399,31143.084387
-98.219735,27,31152.947354
-206.99519,46,31162.777525
-176.824094,24,31172.406548
964.72856,218,31191.192671
576.71382,147,31206.78531
16.333905,61,31217.78226
221.590821,68,31228.720636
808.627712,251,31248.975074
-168.924604,14,31258.303967
1107.954443,189,31275.757511
751.869242,138,31291.321154
1444.057142,227,31467.757071
1513.03631,238,31487.360233
795.295554,160,31503.793675
-259.785021,45,31513.536701
-209.815701,50,31523.607523
-38.251519,34,31533.999132
823.026653,145,31549.856347
-49.937808,54,31560.38407
-192.602036,22,31569.917591
-81.042229,45,31580.788495
-2.1719,41,31590.577485
1386.081992,234,31771.648007
1034.792245,173,31788.495868
799.321105,146,31804.072466
83.581412,51,31814.262795
683.535264,124,31829.424034
-117.761044,14,31838.770343
742.532112,131,31853.818383
984.229173,175,31870.650791
2283.666433,351,31895.798
1012.008382,179,32078.946227
-7.835905,49,32089.131624
-205.854165,20,32098.511177
76.754218,36,32108.096966
-200.634457,17,32117.626093
-58.701623,41,32127.211549
73.215895,56,32137.502824
-34.023836,36,32146.814378
10.054057,41,32156.598781
13.88681,42,32167.281406
-94.688627,40,32177.667103
690.892573,128,32192.503203
293.991571,79,32204.185724
-115.808038,13,32213.510496
-140.687535,36,32223.045953
-56.03856,311,32246.412878
696.830705,129,32261.141824
65.456301,53,32271.179272
330.582658,86,32430.889378
610.858205,174,32447.679204
-120.716938,29,32457.31338
-160.739185,36,32466.953743
861.72293,180,32483.896229
855.251252,150,32499.887535
317.020753,186,32516.726344
-113.278807,12,32525.364666
1697.34791,277,32546.764998
-40.116999,38,32556.095222
-200.867019,19,32565.478889
62.329779,51,32575.528705
495.464596,114,32589.95059
1100.538782,186,32779.132727
556.650884,182,32796.675364
103.582719,56,32807.464678
-197.770159,22,32816.894905
1247.049611,212,32835.730481
-146.242951,30,32845.363204
479.328136,346,32870.411072
-404.060976,281,33032.816438
139.788022,64,33043.542199
-188.877714,19,33052.97931
38.226685,53,33063.560994
-24.764354,46,33074.143129
-196.455635,21,33083.618975
-90.095029,37,33092.956125
93.297867,43,33102.591562
-5.60128,43,33112.879956
-197.717041,17,33122.259428
563.634317,167,33139.315669
1301.614611,201,33156.7492
36.506439,50,33166.863887
177.943236,69,33177.801331
-259.77692,43,33187.461368
-3.903902,7,33196.489974
62.908273,58,33206.98016
1.856472,9,33215.107412
218.214221,61,33225.690264
233.393779,80,33237.389144
-190.265888,28,33246.977115
1070.15529,235,33419.040629
228.927364,94,33432.195531
759.629259,141,33447.842899
275.81375,72,33459.176821
767.143508,136,33474.365107
35.483562,48,33484.402916
-5.890591,44,33495.031992
-54.827328,44,33505.397186
48.759873,42,33515.034141
2626.281256,389,33541.967386
255.90212,72,33553.470255
-133.723428,13,33562.802079
152.921637,67,33573.542557
31.030486,52,33743.616756
-7.718433,6,33752.154109
77.692196,55,33762.944829
-206.098404,21,33772.426909
69.822512,58,33783.46213
1092.195875,290,33805.51153
-143.48417,12,33814.142751
-196.188866,17,33823.58101
-18.346097,53,33834.164444
-178.392175,25,33843.803588
115.741631,51,33854.134802
32.431169,42,33863.972666
219.380203,65,33874.907546
-196.465715,15,33884.294962
31.759242,45,33894.378356
-197.918204,17,33903.771956
-117.867454,12,33913.057316
649.848571,129,33927.959704
1928.299091,295,33950.289618
-205.150693,25,33959.767917
687.789572,134,34132.430029
1466.700437,228,34151.663807
35.313262,49,34161.59573
1471.576541,251,34181.890189
-11.141283,65,34192.825581
682.281702,134,34207.659509
-214.964915,18,34217.094059
525.03429,114,34231.279106
419.431368,166,34247.845538
661.55523,129,34262.826887
243.615773,78,34445.51452
1048.938167,193,34462.703036
-17.088923,15,34470.989407
116.829186,50,34481.442076
-222.839672,21,34490.878804
191.429911,66,34502.109721
19.264737,328,34525.989357
489.160947,188,34543.583921
-266.238699,26,34553.11862
1038.399269,197,34570.404084
568.179988,145,34740.033642
-253.490284,29,34749.67767
863.999716,150,34765.419592
-25.60658,42,34776.057473
-202.326678,20,34785.547071
27.52633,46,34796.029021
-46.965113,47,34806.355502
913.183949,257,34827.309391
285.357386,91,34839.392318
1493.763109,293,34861.581964
823.685719,155,34877.881076
-64.589834,36,34887.866782
772.245957,144,35070.951471
-210.337452,20,35080.829471
-195.05984,14,35090.209652
850.887796,237,35109.606446
707.362832,137,35124.491833
-1021.930443,412,35152.896769
885.233241,172,35169.435277
122.635984,58,35180.481108
1216.305003,215,35353.68244
631.509664,128,35368.609327
788.304107,155,35384.18548
406.589264,100,35397.863284
-408.124241,394,35425.731646
-194.487915,38,35435.422575
997.25185,175,35452.070328
1164.252093,225,35471.347714
-317.632687,280,35653.565542
-84.52257,35,35663.352176
-856.515172,253,35683.889778
27.589824,57,35694.224301
1056.403478,191,35712.029441
359.633085,137,35726.519804
-868.333653,276,35747.972482
621.334448,205,35915.604836
-202.004125,16,35924.989142
-215.118128,88,35938.081101
-991.443186,618,35977.547801
-196.307398,29,35987.080626
-182.135611,27,35996.854687
670.67265,229,36016.090818
-185.072028,18,36025.46787
-228.861156,42,36035.200853
-185.991928,38,36044.779768
-1302.007069,519,36231.4993
-37.427959,44,36241.27978
962.811144,168,36257.948545
1141.813705,202,36275.627404
-184.825892,29,36285.223739
-256.997272,31,36294.811251
192.791693,342,36452.112733
-130.601846,26,36460.751888
27.663269,65,36471.443547
-148.344743,32,36481.027233
-194.446283,25,36490.561406
-0.502039,61,36501.098536
1086.436719,278,36522.599293
-44.990905,39,36532.235404
1250.243454,220,36551.368803
-188.789349,30,36560.848376
-114.490811,38,36570.537625
-46.007933,42,36581.193973
259.905484,72,36592.840917
22.346206,57,36603.230669
-1.161632,7,36612.258038
-255.124891,25,36621.752569
-188.142021,37,36631.38221
11.241693,36,36641.716047
1028.723879,191,36808.687744
777.774468,153,36824.419256
123.82695,50,36835.245676
887.612487,186,36852.079131
742.749632,164,36868.335151
338.295084,103,36881.473608
-170.679485,34,36890.962472
99.159112,47,36901.699539
-31.626755,44,36912.346274
-112.612287,39,36922.13976
-97.491452,46,36932.627508
466.44334,108,36946.59708
-132.451076,13,36955.729715
-176.395784,32,36965.227218
-70.82604,99,36978.57346
195.400942,64,36989.747844
-115.299767,35,36999.245771
-749.59397,468,37196.780379
481.632796,164,37213.416861
-25.925449,47,37223.803842
-113.06738,12,37233.089654
1163.311004,235,37252.946899
958.068661,200,37270.780941
1080.889347,263,37436.40723
-205.575482,28,37445.94153
98.815128,61,37456.784084
-192.095891,33,37466.374075
5.472911,39,37476.306276
503.329539,119,37490.94321
-42.706286,40,37500.729135
1519.357418,255,37521.959688
-25.051514,38,37531.692301
851.467863,157,37547.886731
7.882594,43,37558.263899
-92.404844,14,37566.349106
36.837693,49,37576.789783
25.786949,45,37587.369796
238.361069,68,37598.522407
248.881926,68,37610.014068
54.020755,49,37620.349055
760.212431,148,37805.477689
209.283544,72,37816.865078
489.647287,163,37833.27805
-24.880644,13,37842.297815
-13.474964,37,37852.198362
-50.952756,47,37862.083636
178.784811,69,37873.462562
-52.375752,37,37883.950145
-31.289852,40,37894.583633
228.318348,76,37906.326117
153.899876,142,37921.184185
30.330937,40,37931.335588
-70.603429,38,37941.674749
1175.771572,202,37959.761736
-58.372896,36,37969.800231
812.852153,168,37985.934939
-12.760737,37,37996.39751
1380.472289,228,38174.723827
-418.227927,276,38196.520853
55.669619,65,38207.461028
2019.35913,325,38231.163647
110.119067,69,38242.104504
-61.398314,36,38252.511866
300.427682,76,38263.908636
59.615485,43,38274.106475
73.319519,48,38283.942429
139.454918,57,38294.690084
215.684278,70,38305.822843
1699.571485,282,38476.80911
55.109016,52,38487.752766
-70.87445,37,38497.946962
81.856468,344,38522.911727
-1.819723,7,38531.818765
488.670442,109,38545.904959
-85.010387,36,38555.487586
1907.663243,334,38579.947281
-236.291102,34,38589.544501
258.654939,358,38768.377664
-12.063048,44,38778.067426
1607.360968,254,38798.634413
-121.158885,337,38823.203461
168.103328,72,38834.518225
1246.730311,223,38853.81686
1096.143283,180,39026.822452
-125.085964,26,39036.35377
120.527935,52,39046.985394
1226.177783,205,39064.91607
30.565841,39,39075.395728
1087.001839,177,39092.693317
1356.929727,222,39111.734968
-984.819044,437,39291.028014
-1694.104997,434,39321.21968
1400.750962,272,39342.85832
83.739801,334,39367.206418
1037.014511,177,39384.346401
1026.532047,177,39547.681746
-201.440591,18,39557.123105
794.524068,170,39573.759209
824.949813,172,39590.362992
22.7719,46,39600.90613
-26.82497,45,39610.723949
-196.481713,22,39620.215335
-200.901145,20,39629.703725
-89.592571,28,39639.346676
-196.311873,15,39648.736095
-190.692823,26,39658.177603
416.535613,335,39683.214321
-207.212921,19,39692.658924
-181.814208,18,39702.180751
-122.313235,35,39711.870672
489.6979,155,39727.305262
94.110427,65,39898.0396
-174.554811,315,39921.469579
-206.391531,34,39931.103074
1.492691,8,39939.83289
-67.785701,41,39950.471807
1167.413277,199,39968.471
-37.553282,38,39978.109028
-8.715173,36,39988.10039
-39.079627,51,39998.136447
310.2675,75,40009.933582
-44.10896,40,40019.957354
-187.004148,17,40029.343376
5.19952,43,40038.970938
-24.91801,37,40049.480098
826.518535,165,40065.963315
141.109176,60,40076.746773
-224.48358,18,40086.180153
-215.821841,36,40095.928488
-166.6548,19,40105.365431
27.491797,38,40262.093757
-350.414041,307,40285.239393
178.96587,63,40296.133527
28.182978,44,40305.777655
369.110493,146,40321.625741
-226.53694,19,40331.065119
-94.971684,35,40340.681401
43.886944,39,40350.171657
-244.730539,327,40374.487506
746.228838,138,40390.032257
-142.387011,25,40399.569547
25.55196,47,40409.715393
-172.502838,303,40596.865891
1383.266117,236,40616.532877
-13.924591,43,40626.212231
-58.705927,44,40636.048918
1251.150041,228,40655.767038
-58.775686,37,40666.223592
-463.723158,290,40688.758389
-184.306427,28,40698.35057
-20.865882,45,40708.08615
66.096647,53,40718.343683
-67.313155,35,40728.079962
45.63245,55,40889.427046
-374.438553,279,40911.359048
409.297303,111,40925.683788
-198.369604,34,40935.435491
-194.89939,15,40944.82581
-271.734058,292,40967.216209
-177.909015,312,40990.927275
322.222235,402,41167.083992
-31.790352,41,41176.823564
175.879355,198,41194.812712
-21.73307,13,41204.111609
-184.963711,18,41213.548147
-39.906737,35,41222.834738
-1506.883763,305,41245.723437
-206.253249,21,41255.226314
-169.846839,33,41265.076753
60.964711,51,41275.223068
-7657.969875,1189,41495.069354
128.581924,62,41506.091584
10.1251,50,41516.336668
-30.385465,29,41525.81407
164.945425,64,41537.342913
6.486349,41,41547.678841
-134.754539,14,41557.060984
-21.98956,42,41566.945033
214.80091,197,41707.467802
553.954523,151,41723.470259
-206.03546,32,41733.310908
-3145.13287,523,41767.082197
1684.480523,262,41787.829255
-149.458838,60,41799.161524
-209.545663,39,41809.179217
1173.090557,193,41988.491656
-208.85166,33,41998.49629
105.031556,363,42024.750376
43.173152,46,42035.235883
9.438951,44,42045.954626
-550.475469,344,42071.203609
-571.504063,347,42096.242897
-155.174658,21,42105.720163
755.947099,174,42262.015477
-16.81958,20,42271.19206
-167.63086,27,42280.685152
-180.235891,20,42290.182828
61.918004,339,42315.104698
1308.645506,246,42335.94737
12.550875,39,42346.488671
-16.839667,56,42357.028276
-191.364594,23,42366.560275
-624.927902,267,42387.529913
-28.507564,25,42397.366028
-1835.544163,369,42572.385524
977.755875,163,42588.819354
-14.349043,38,42598.16599
-2844.184722,501,42631.279573
-616.450322,277,42653.534199
2280.421266,348,42826.833998
-352.303937,273,42848.89372
-640.368258,350,42874.540473
-564.620538,260,42896.20497
1369.253788,202,43061.191285
1697.624477,275,43082.72465
-33.777494,477,43114.929513
63.568656,40,43124.908696
-629.53199,286,43147.420593
-12.450809,50,43157.610033
-9.827022,41,43335.541828
-2.487711,7,43344.425331
-613.271442,240,43364.048473
-802.609527,208,43382.403715
117.339674,59,43392.890613
49.211623,62,43403.522511
-1621.977451,449,43433.683643
-366.505452,352,43605.657253
-588.420403,258,43627.212184
269.269052,356,43652.570951
-104.865869,308,43676.409834
-187.889661,17,43685.841715
-187.508952,51,43695.890397
1554.70195,653,43878.699254
-461.348028,279,43900.080852
-279.497756,279,43922.59102
-1095.624694,412,44085.72633
-1104.524918,386,44112.830902
631.588989,171,44129.834016
-116.047225,25,44139.413575
2400.514646,349,44165.057257
-198.634003,51,44175.241351
-2362.564365,655,44359.27654
-19.367829,16,44368.307597
-25.515394,17,44377.238926
851.134365,175,44394.638042
20.355754,47,44404.66583
786.298893,157,44420.858908
55.823548,49,44430.995597
-18.607894,38,44440.93162
142.201982,64,44451.761002
523.281435,153,44467.798426
-177.87381,32,44477.480106
215.282303,67,44652.83081
18.919614,43,44662.772999
-847.210559,226,44681.849291
932.062486,217,44700.649134
-191.939898,22,44710.137823
999.780256,182,44727.444397
-34.322752,39,44738.079854
416.882606,92,44750.069957
-184.648909,35,44759.80567
367.990153,98,44772.303455
-3.58301,10,44780.535709
1263.466588,203,44798.766212
-0.749064,9,44807.701657
-914.32948,283,44988.638005
-7.87292,47,44998.67264
-188.273469,24,45008.202212
-5.767617,55,45018.501433
-11.109033,41,45028.190632
-489.988676,259,45049.765099
-185.751386,36,45059.508914
-1071.700951,332,45084.824715
-193.967606,41,45094.716145
-57.123757,47,45104.704105
-191.520098,62,45115.290658
-154.979853,21,45124.87534
848.155518,198,45274.818108
-194.677609,17,45284.20172
-3177.359344,473,45316.599291
-186.721424,18,45326.03699
-70.925739,42,45335.924115
-887.766899,241,45355.759446
-42.932173,42,45365.813612
-174.857569,20,45375.295228
-22.831726,20,45384.723691
145.460052,58,45395.507385
-189.991438,19,45404.962789
-2854.753497,892,45605.04381
-25.097207,59,45615.573844
-1411.661404,259,45636.408738
97.801044,39,45645.844421
65.01398,44,45655.532585
243.148379,68,45666.818099
-772.173544,250,45822.185829
-172.366365,36,45831.921807
171.906906,73,45842.976023
-1352.385082,272,45864.378555
472.144165,105,45877.163888
-110.092895,31,45886.852791
169.969636,62,45898.041809
-127.760628,33,45907.829298
895.220858,521,45941.776139
29.785202,47,46117.197289
-756.545772,349,46143.159531
-70.284648,570,46179.816595
-8680.082754,1426,46398.321477
40.033636,51,46408.463692
1349.347936,218,46549.991589
1852.839355,297,46572.420561
912.238549,151,46588.40433
28.667519,43,46598.478168
-25.536129,43,46608.724093
-373.18124,295,46631.417251
593.110662,403,46801.978871
-36.239769,37,46811.714351
5.931714,31,46820.790342
87.092237,53,46830.875188
-607.76512,245,46851.930728
38.160933,41,46862.01814
-979.503044,192,46879.829069
-1255.962743,548,46915.105024
-60.254132,23,46923.789748
1079.817376,191,47086.174141
-991.403506,240,47105.736218
-45.131109,38,47115.221228
-4973.683164,873,47166.757751
-1666.36926,719,47351.915816
-704.428534,235,47371.679369
-1369.910186,838,47551.926319
716.954305,137,47566.464082
0.390712,44,47577.044158
-124.13744,38,47586.92741
-1131.23758,180,47603.466949
-127.783301,15,47612.791178
948.823887,174,47629.898476
1.907962,9,47638.537166
-787.447598,226,47822.559618
-132.638827,13,47831.697838
-19.266525,32,47840.689499
-234.668364,31,47849.734466
-130.815962,14,47859.097282
-0.96541,8,47867.599027
407.770858,437,47898.040581
-1664.805046,301,47920.94602
1044.137937,181,47938.281044
4.281301,46,47948.364693
1.900346,9,47956.39915
-5.829571,28,47965.529727
-845.467854,221,48135.391896
-28.628112,47,48145.68205
235.120091,67,48157.225637
15.715643,43,48166.776357
-23.805433,50,48177.324766
-155.528048,352,48203.642372
511.8675,157,48220.133809
-217.159677,464,48251.395159
-106.64207,25,48261.029841
-259.655892,35,48415.821134
-939.190056,196,48433.43113
-664.241615,239,48453.117111
-18.300101,17,48462.108191
24.455269,57,48472.395527
105.26876,48,48482.756726
-109.404965,15,48491.046907
-29.815823,43,48500.991935
-113.545405,12,48510.140564
-10.435971,61,48520.629613
-1.42138,8,48529.615731
78.989283,37,48538.897425
-78.987363,42,48549.13635
-185.909099,14,48558.522431
1534.396049,239,48578.910589
-53.020602,45,48589.18828
111.895504,74,48600.779449
5.450051,34,48610.38515
3.634191,18,48618.669112
-19.038211,23,48627.325551
1.672483,8,48636.45471
-57.782641,41,48802.191208
-189.288505,22,48811.673052
37.994134,32,48821.302167
-188.254575,40,48830.791486
25.790995,54,48841.386989
2.454309,12,48849.970321
222.5956,74,48861.75489
27.734665,56,48872.512092
-593.144134,374,48899.76021
-35.398078,41,48910.114871
-131.451488,14,48919.103458
-74.639036,551,49093.628005
-133.895484,37,49104.269051
-884.080442,564,49140.717987
17.484091,41,49150.996793
-219.607876,37,49161.533818
-263.864612,47,49171.521367
-20.660284,19,49180.347789
-23.450049,42,49190.233024
-118.704854,36,49199.967253
-5.111012,8,49208.15233
47.280342,40,49218.237459
-147.240326,14,49227.63086
-4151.767006,918,49439.700853
98.064734,51,49450.040282
-22.761231,14,49458.941857
-1004.082306,198,49476.666774
1441.528217,240,49496.813696
1.803186,9,49504.994617
115.152308,48,49515.736405
-25.324405,38,49525.277699
938.951128,163,49691.107635
37.527473,43,49701.694422
-929.424397,201,49719.629155
207.576344,59,49730.871845
-30.588167,48,49741.271392
-20.504124,13,49750.312361
-21.73058,42,49761.095367
9.186677,54,49771.404306
-16.434437,70,49782.292772
-59.744737,40,49792.089392
-216.325639,458,49822.809901
-130.490642,15,49832.248943
-3.616449,9,49841.045356
8.632539,42,49851.344649
1478.920069,235,50023.857996
-55.371963,54,50034.142686
-875.925757,220,50052.992438
394.618268,90,50065.617622
704.88089,497,50098.730477
39.624122,50,50108.866262
-479.398453,669,50292.750022
-1480.475389,276,50314.159635
14.63072,59,50325.108432
616.957388,409,50353.982426
-62.943899,41,50363.917365
194.289228,63,50374.856602
18.124115,50,50384.969824
-78.283076,41,50539.957508
102.394387,82,50551.89512
13.725735,42,50561.632735
-59.230971,35,50571.518812
-84.479364,37,50581.328283
9.89928,44,50591.128334
-15.98192,37,50601.658552
-190.342066,14,50611.054777
-838.743238,253,50631.106102
76.214635,88,50643.122822
-16.345403,39,50653.113681
-86.271816,42,50663.653557
68.087199,57,50674.242981
64.890124,50,50684.984029
3.822038,25,50694.276044
-0.80219,16,50702.653243
-15.96719,14,50710.984453
-187.341767,21,50720.478247
-17.992165,41,50730.571213
2.082131,16,50739.500425
444.350343,83,50751.278188
5.259235,43,50761.81529
-22.479343,12,50770.193888
-45.045722,18,50778.955757
-4692.301073,1382,51028.791329
-50.547437,45,51157.999166
-19.194857,39,51168.390193
-11.231901,44,51178.199423
87.585694,38,51188.026886
37.307147,697,51230.738992
36.75507,47,51241.378242
11.578788,26,51251.086502
-1539.339321,575,51422.648882
-16.355189,26,51431.545775
-64.54827,41,51441.627352
336.540882,100,51454.394994
-79.369954,39,51464.389405
21.221386,36,51474.385401
-112.610259,56,51484.778126
-38.753038,44,51495.271448
25.347368,29,51504.216012
-105.514081,56,51514.572475
85.703814,59,51525.724671
-22.995607,37,51535.820825
-27.656902,41,51545.324266
30.64521,41,51555.277237
144.362429,67,51566.311849
175.354558,62,51576.855393
-162.24409,55,51587.277624
-478.167653,271,51609.520773
-1004.981693,193,51775.266291
209.219812,67,51786.64991
-10.46788,21,51795.93966
-4.4432,41,51806.321965
-17.720256,42,51816.90762
-34.965229,44,51827.090192
130.098983,39,51837.575488
187.272433,64,51848.823479
-39.987614,44,51859.592752
157.162277,73,51870.88315
-36.254402,42,51880.704582
229.856276,91,51892.91561
0.985215,8,51901.000601
1.527497,8,51909.784809
68.068297,59,51920.779525
42.839893,22,51929.312313
250.523229,77,51941.154792
2433.326681,828,52138.93082
46.809978,52,52149.569849
-23.774329,12,52158.78851
-0.909008,8,52167.673566
-8074.288037,1500,52378.681467
9.453907,65,52389.468638
1341.036046,224,52409.486153
-67.916851,37,52419.481386
397.562967,107,52432.478067
-16.558868,13,52440.762328
-969.406155,363,52612.399169
-15.455753,41,52622.838149
-40.421832,50,52633.321402
445.278613,107,52646.640814
44.780013,46,52657.438496
-172.164255,15,52666.945053
93.270596,51,52676.890987
8.792735,28,52686.496367
-5.540597,44,52696.156895
-83.065156,36,52706.331697
-93.926001,49,52716.223672
1.946616,10,52724.45869
-1046.366544,201,52742.16703
-58.151546,37,52752.015156
-185.753509,15,52761.399103
189.675546,70,52772.992066
-9.039159,25,52782.078415
-24.072904,42,52792.56636
185.187169,61,52803.132186
1.343658,27,52812.615274
572.203842,131,53001.652533
86.942872,52,53012.542511
-1187.203218,179,53029.140011
-16.416917,34,53038.274546
5.938601,50,53048.897537
-31.040418,42,53058.590803
-16.015155,15,53067.671987
213.393712,57,53078.302234
92.746316,60,53088.887686
-2162.668206,324,53113.186553
-20.224933,22,53122.221462
97.948326,59,53133.373915
0.912013,8,53141.918694
-2.462559,40,53152.318319
-349.621081,278,53320.89999
89.128751,65,53331.792897
799.579651,451,53361.913522
14.657936,47,53372.378222
-1493.672165,516,53406.204341
97.367638,65,53417.63102
12.226655,35,53427.981481
23.993392,26,53436.977539
-19.28772,14,53445.521213
2.008227,12,53454.515648
1.60761,16,53462.759752
150.513751,59,53610.393626
-43.48001,39,53620.929592
-0.77586,9,53629.626256
211.710967,63,53641.129256
-21.082683,329,53665.700166
2.655892,12,53673.835936
2461.350745,356,53700.350643
253.283205,74,53712.146448
0.558889,43,53722.6955
107.997038,53,53733.645235
-937.519353,200,53751.342827
1.274379,21,53759.824294
-15.156848,21,53768.553788
-171.703058,16,53778.044501
122.730076,77,53936.832222
-178.309546,16,53946.275744
-1212.729647,200,53963.71799
-188.482927,20,53973.158285
79.244004,86,53984.94767
37.776679,61,53995.835014
51.29634,399,54024.49496
152.154957,66,54035.690369
1.858549,8,54044.723092
-20.727351,15,54054.060318
-1331.956759,381,54239.430432
215.173865,75,54251.066068
-54.067494,47,54261.48353
-18.809793,48,54271.922144
-39.96993,51,54282.345777
20.313605,52,54292.909479
-18.379261,16,54301.954363
278.172523,64,54313.401281
114.399427,51,54324.310016
-2027.564658,482,54356.304833
-1848.064953,386,54525.808285
-131.532713,15,54535.107656
196.798753,333,54559.170681
0.461304,28,54568.709202
1037.096941,512,54602.651755
-46.721117,35,54612.952975
-10.40718,39,54623.589194
70.480321,66,54634.536055
-4621.433249,1130,54867.532394
-20.053339,25,54876.88633
-1443.698053,207,54894.680884
120.826555,66,54905.648015
-793.904558,238,55052.280926
-946.41909,318,55076.624777
-143.429666,434,55106.701311
66.632964,58,55117.547374
-188.470364,23,55127.094275
-618.909206,508,55299.825304
-242.322151,364,55325.683107
-1368.843905,397,55353.182432
-18.643427,39,55362.721223
-886.874514,219,55381.394135
-186.035091,19,55390.836628
-377.07925,406,55560.636647
-147.658265,32,55570.235949
-1253.092354,383,55598.030519
-15.884574,19,55607.220883
-1108.774535,208,55625.147942
-100.340033,51,55635.407639
-1.249599,25,55644.201003
-19.799841,15,55653.294474
-19.182123,18,55661.604262
-150.220252,13,55670.947935
-11115.168636,1476,56014.128988
87.616125,40,56024.372087
29.661427,43,56034.823513
-17.721271,14,56043.108393
-146.514278,17,56052.49656
-152.103646,21,56061.921516
1.904789,20,56070.567559
-135.333299,14,56079.909138
6.638136,61,56090.692141
-4.931722,8,56099.236273
-188.70859,32,56108.875119
-1.987853,7,56117.223359
-146.217244,27,56126.773122
-7890.802711,1500,56336.697984
-16.01688,16,56345.777287
-15.955687,19,56354.263414
-40.57327,50,56364.863394
108.779675,45,56375.410519
-153.845568,37,56385.297681
2045.04817,300,56408.8142
480.448259,280,56568.512675
-4.29757,61,56579.021818
-170.654647,18,56588.415979
-0.140604,50,56598.933335
-149.234905,33,56608.523681
1192.616785,356,56634.662935
